,ScientificName,Variable,Value,Unit
15105,Sesbania herbacea,HeightMax,3.05,m
15106,Sesbania herbacea,LeafAreaMax,1.46,cm2
15107,Sesbania herbacea,LeafWidthMax,0.3,cm
15108,Sesbania herbacea,LeafLengthMax,1.52,cm
15109,Sesbania herbacea,ChromosomeNumber,2n=12,Unitless
15110,Sesbania punicea,FamilyName,Fabaceae,Unitless
15111,Sesbania punicea,PrimaryGrowthForm,Tree,Unitless
15112,Sesbania punicea,TissueType,Woody,Unitless
15113,Sesbania punicea,OriginCountries,AR; BR; UY,Unitless
15114,Sesbania punicea,InvadedCountries,SZ; MU; ZA; US,Unitless
15115,Sesbania punicea,DominantInvasionPathway,Escape,Unitless
15116,Sesbania punicea,SubInvasionPathway,Ornamental,Unitless
15117,Sesbania punicea,NaturalDispersalMethod,Water (Floating),Unitless
15118,Sesbania punicea,ElevationRange,200,m
15119,Sesbania punicea,ElevationMin,0,m
15120,Sesbania punicea,ElevationMax,200,m
15121,Sesbania punicea,PrecipMin,16,in
15122,Sesbania punicea,PrecipMax,48,in
15123,Sesbania punicea,PrecipRange,32,in
15124,Sesbania punicea,HeightMax,5,m
15125,Sesbania punicea,LeafAreaMax,60.8,cm2
15126,Sesbania punicea,LeafWidthMax,2.54,cm
15127,Sesbania punicea,LeafLengthMax,7.62,cm
15128,Sesbania punicea,ChromosomeNumber,2n=12,Unitless
15129,Sesbania punicea,HardinessZoneMin,8,Unitless
15130,Sesbania punicea,HardinessZoneMax,11,Unitless
15131,Sesbania punicea,HardinessZoneRange,3,Unitless
15132,Setaria faberi,FamilyName,Poaceae,Unitless
15133,Setaria faberi,PrimaryGrowthForm,Graminoid,Unitless
15134,Setaria faberi,TissueType,Herbaceous,Unitless
15135,Setaria faberi,IntroYear,1947,Year
15136,Setaria faberi,ElevationRange,90,m
15137,Setaria faberi,ElevationMin,10,m
15138,Setaria faberi,ElevationMax,100,m
15139,Setaria faberi,PrecipMin,12,in
15140,Setaria faberi,PrecipMax,157,in
15141,Setaria faberi,PrecipRange,145,in
15142,Setaria faberi,HeightMax,1.83,m
15143,Setaria faberi,LeafAreaMax,255.35,cm2
15144,Setaria faberi,LeafWidthMax,2,cm
15145,Setaria faberi,LeafLengthMax,40.64,cm
15146,Setaria faberi,ChromosomeNumber,2n=36,Unitless
15147,Setaria faberi,pHRange,2.8,Unitless
15148,Setaria faberi,pHMin,5.5,Unitless
15149,Setaria faberi,pHMax,8.3,Unitless
15150,Setaria faberi,HardinessZoneMin,10,Unitless
15151,Setaria faberi,HardinessZoneMax,12,Unitless
15152,Setaria faberi,HardinessZoneRange,2,Unitless
15153,Setaria italica,FamilyName,Poaceae,Unitless
15154,Setaria italica,PrimaryGrowthForm,Graminoid,Unitless
15155,Setaria italica,TissueType,Herbaceous,Unitless
15156,Setaria italica,IntroYear,1820,Year
15157,Setaria italica,ElevationRange,2000,m
15158,Setaria italica,ElevationMin,0,m
15159,Setaria italica,ElevationMax,2000,m
15160,Setaria italica,PrecipMin,12,in
15161,Setaria italica,PrecipMax,157,in
15162,Setaria italica,PrecipRange,145,in
15163,Setaria italica,HeightMax,1.5,m
15164,Setaria italica,LeafAreaMax,1945.76,cm2
15165,Setaria italica,LeafWidthMax,20.32,cm
15166,Setaria italica,LeafLengthMax,30.48,cm
15167,Setaria italica,ChromosomeNumber,2n=18,Unitless
15168,Setaria italica,pHRange,2.8,Unitless
15169,Setaria italica,pHMin,5.5,Unitless
15170,Setaria italica,pHMax,8.3,Unitless
15171,Setaria italica,HardinessZoneMin,10,Unitless
15172,Setaria italica,HardinessZoneMax,12,Unitless
15173,Setaria italica,HardinessZoneRange,2,Unitless
15174,Setaria parviflora,FamilyName,Poaceae,Unitless
15175,Setaria parviflora,PrimaryGrowthForm,Graminoid,Unitless
15176,Setaria parviflora,TissueType,Herbaceous,Unitless
15177,Setaria parviflora,IntroYear,1851,Year
15178,Setaria parviflora,OriginCountries,CA; CR; CU; SV; GT; HT; HN; NI; PA; PR; TT; VI; US; BO; BR; CO; EC; GF; GY; PY; PE; SR; UY; VE,Unitless
15179,Setaria parviflora,InvadedCountries,ES; CU; US; AU; CL,Unitless
15180,Setaria parviflora,ElevationMax,1470,m
15181,Setaria parviflora,PrecipMin,2,in
15182,Setaria parviflora,PrecipMax,59,in
15183,Setaria parviflora,PrecipRange,57,in
15184,Setaria parviflora,HeightMax,0.91,m
15185,Setaria parviflora,LeafAreaMax,81.07,cm2
15186,Setaria parviflora,LeafWidthMax,1.02,cm
15187,Setaria parviflora,LeafLengthMax,25.4,cm
15188,Setaria parviflora,ChromosomeNumber,2n=72,Unitless
15189,Setaria parviflora,HardinessZoneMin,6,Unitless
15190,Setaria parviflora,HardinessZoneMax,11,Unitless
15191,Setaria parviflora,HardinessZoneRange,5,Unitless
15192,Setaria pumila,FamilyName,Poaceae,Unitless
15193,Setaria pumila,PrimaryGrowthForm,Graminoid,Unitless
15194,Setaria pumila,TissueType,Herbaceous,Unitless
15195,Setaria pumila,ElevationRange,1680,m
15196,Setaria pumila,ElevationMin,0,m
15197,Setaria pumila,ElevationMax,1680,m
15198,Setaria pumila,PrecipMin,13,in
15199,Setaria pumila,PrecipMax,47,in
15200,Setaria pumila,PrecipRange,34,in
15201,Setaria pumila,HeightMax,0.91,m
15202,Setaria pumila,LeafAreaMax,125.66,cm2
15203,Setaria pumila,LeafWidthMax,1,cm
15204,Setaria pumila,LeafLengthMax,40,cm
15205,Setaria pumila,HardinessZoneMin,8,Unitless
15206,Setaria pumila,HardinessZoneMax,10,Unitless
15207,Setaria pumila,HardinessZoneRange,2,Unitless
15208,Setaria verticillata,FamilyName,Poaceae,Unitless
15209,Setaria verticillata,PrimaryGrowthForm,Graminoid,Unitless
15210,Setaria verticillata,TissueType,Herbaceous,Unitless
15211,Setaria verticillata,IntroYear,1895,Year
15212,Setaria verticillata,OriginCountries,AM; AZ; GE; IL; AL; CY; RS; ME; FR; DE; GR; IT; MK; PT; RO; RU; ES; UA,Unitless
15213,Setaria verticillata,InvadedCountries,IL; TH; TR; YE; MK; ES; CA; US; AU; FM; PF; MH; NZ; NF; PN; UM; AR; CL; PE,Unitless
15214,Setaria verticillata,ElevationRange,550,m
15215,Setaria verticillata,ElevationMin,0,m
15216,Setaria verticillata,ElevationMax,550,m
15217,Setaria verticillata,PrecipMin,20,in
15218,Setaria verticillata,PrecipMax,118,in
15219,Setaria verticillata,PrecipRange,98,in
15220,Setaria verticillata,HeightMax,0.91,m
15221,Setaria verticillata,LeafAreaMax,135.12,cm2
15222,Setaria verticillata,LeafWidthMax,1.69,cm
15223,Setaria verticillata,LeafLengthMax,25.4,cm
15224,Setaria verticillata,ChromosomeNumber,2n=18,Unitless
15225,Setaria verticillata,pHRange,1.9,Unitless
15226,Setaria verticillata,pHMin,6.1,Unitless
15227,Setaria verticillata,pHMax,8,Unitless
15228,Setaria verticillata,HardinessZoneMin,8,Unitless
15229,Setaria verticillata,HardinessZoneMax,10,Unitless
15230,Setaria verticillata,HardinessZoneRange,2,Unitless
15231,Setaria viridis,Synonym,Setaria viridis var. viridis,Unitless
15232,Setaria viridis,FamilyName,Poaceae,Unitless
15233,Setaria viridis,PrimaryGrowthForm,Graminoid,Unitless
15234,Setaria viridis,TissueType,Herbaceous,Unitless
15235,Setaria viridis,IntroYear,1972,Year
15236,Setaria viridis,ElevationRange,1520,m
15237,Setaria viridis,ElevationMin,5,m
15238,Setaria viridis,ElevationMax,1525,m
15239,Setaria viridis,PrecipMin,11,in
15240,Setaria viridis,PrecipMax,57,in
15241,Setaria viridis,PrecipRange,46,in
15242,Setaria viridis,HeightMax,1.83,m
15243,Setaria viridis,LeafAreaMax,319.19,cm2
15244,Setaria viridis,LeafWidthMax,2.54,cm
15245,Setaria viridis,LeafLengthMax,40,cm
15246,Setaria viridis,ChromosomeNumber,2n=18,Unitless
15247,Setaria viridis,HardinessZoneMin,5,Unitless
15248,Setaria viridis,HardinessZoneMax,9,Unitless
15249,Setaria viridis,HardinessZoneRange,4,Unitless
15250,Sherardia arvensis,Synonym,Galium sherardia,Unitless
15251,Sherardia arvensis,FamilyName,Rubiaceae,Unitless
15252,Sherardia arvensis,PrimaryGrowthForm,Forb,Unitless
15253,Sherardia arvensis,TissueType,Herbaceous,Unitless
15254,Sherardia arvensis,ElevationRange,450,m
15255,Sherardia arvensis,ElevationMin,300,m
15256,Sherardia arvensis,ElevationMax,750,m
15257,Sherardia arvensis,PrecipMin,15,in
15258,Sherardia arvensis,PrecipMax,109,in
15259,Sherardia arvensis,PrecipRange,94,in
15260,Sherardia arvensis,HeightMax,0.13,m
15261,Sherardia arvensis,LeafAreaMax,2.04,cm2
15262,Sherardia arvensis,LeafWidthMax,0.5,cm
15263,Sherardia arvensis,LeafLengthMax,1.3,cm
15264,Sherardia arvensis,SeedWeight,1.7,mg/seed
15265,Sherardia arvensis,HardinessZoneMin,8,Unitless
15266,Sherardia arvensis,HardinessZoneMax,10,Unitless
15267,Sherardia arvensis,HardinessZoneRange,2,Unitless
15268,Sicyos angulatus,FamilyName,Cucurbitaceae,Unitless
15269,Sicyos angulatus,PrimaryGrowthForm,Vine,Unitless
15270,Sicyos angulatus,TissueType,Herbaceous,Unitless
15271,Sicyos angulatus,OriginCountries,CA; US,Unitless
15272,Sicyos angulatus,InvadedCountries,US; JP; KR; HR; FR; GR; IT,Unitless
15273,Sicyos angulatus,DominantInvasionPathway,Escape,Unitless
15274,Sicyos angulatus,SubInvasionPathway,Ornamental,Unitless
15275,Sicyos angulatus,NaturalDispersalMethod,Water (Floating),Unitless
15276,Sicyos angulatus,HeightMax,6.1,m
15277,Sicyos angulatus,LeafAreaMax,2356.19,cm2
15278,Sicyos angulatus,LeafWidthMax,30,cm
15279,Sicyos angulatus,LeafLengthMax,25,cm
15280,Sicyos angulatus,HardinessZoneMin,8,Unitless
15281,Sicyos angulatus,HardinessZoneMax,11,Unitless
15282,Sicyos angulatus,HardinessZoneRange,3,Unitless
15283,Silene armeria,Synonym,Atocion armeria,Unitless
15284,Silene armeria,FamilyName,Caryophyllaceae,Unitless
15285,Silene armeria,PrimaryGrowthForm,Forb,Unitless
15286,Silene armeria,TissueType,Herbaceous,Unitless
15287,Silene armeria,ElevationRange,2000,m
15288,Silene armeria,ElevationMin,500,m
15289,Silene armeria,ElevationMax,2500,m
15290,Silene armeria,HeightMax,0.46,m
15291,Silene armeria,ChromosomeNumber,2n=24,Unitless
15292,Silene armeria,HardinessZoneMin,5,Unitless
15293,Silene armeria,HardinessZoneMax,8,Unitless
15294,Silene armeria,HardinessZoneRange,3,Unitless
15295,Silene flos-cuculi,FamilyName,Caryophyllaceae,Unitless
15296,Silene flos-cuculi,PrimaryGrowthForm,Forb,Unitless
15297,Silene flos-cuculi,TissueType,Herbaceous,Unitless
15298,Silene flos-cuculi,HeightMax,0.76,m
15299,Silene flos-cuculi,LeafAreaMax,12.16,cm2
15300,Silene flos-cuculi,LeafWidthMax,0.51,cm
15301,Silene flos-cuculi,LeafLengthMax,7.62,cm
15302,Silene flos-cuculi,HardinessZoneMin,5,Unitless
15303,Silene flos-cuculi,HardinessZoneMax,8,Unitless
15304,Silene flos-cuculi,HardinessZoneRange,3,Unitless
15305,Silene gallica,FamilyName,Caryophyllaceae,Unitless
15306,Silene gallica,PrimaryGrowthForm,Forb,Unitless
15307,Silene gallica,TissueType,Herbaceous,Unitless
15308,Silene gallica,IntroYear,1865,Year
15309,Silene gallica,OriginCountries,DZ; EG; LY; MA; TN; AF; GE; IN; IL; LB; SY; TR; AT; BG; CY; CZ; SK; RS; ME; FR; GR; IT; PT; RO; RU; SI; ES; UA; GB,Unitless
15310,Silene gallica,InvadedCountries,US; AU; PF; NC; NZ,Unitless
15311,Silene gallica,DominantInvasionPathway,Contaminant,Unitless
15312,Silene gallica,SubInvasionPathway,Seed contaminant,Unitless
15313,Silene gallica,NaturalDispersalMethod,Wind (Air),Unitless
15314,Silene gallica,ElevationRange,1000,m
15315,Silene gallica,ElevationMin,0,m
15316,Silene gallica,ElevationMax,1000,m
15317,Silene gallica,PrecipMin,15,in
15318,Silene gallica,PrecipMax,117,in
15319,Silene gallica,PrecipRange,102,in
15320,Silene gallica,HeightMax,0.6,m
15321,Silene gallica,LeafAreaMax,11,cm2
15322,Silene gallica,LeafWidthMax,1,cm
15323,Silene gallica,LeafLengthMax,3.5,cm
15324,Silene gallica,ChromosomeNumber,2n=24,Unitless
15325,Silene gallica,HardinessZoneMin,3,Unitless
15326,Silene gallica,HardinessZoneMax,8,Unitless
15327,Silene gallica,HardinessZoneRange,5,Unitless
15328,Silene latifolia,FamilyName,Caryophyllaceae,Unitless
15329,Silene latifolia,PrimaryGrowthForm,Forb,Unitless
15330,Silene latifolia,TissueType,Herbaceous,Unitless
15331,Silene latifolia,IntroYear,1937,Year
15332,Silene latifolia,ElevationRange,1000,m
15333,Silene latifolia,ElevationMin,0,m
15334,Silene latifolia,ElevationMax,1000,m
15335,Silene latifolia,PrecipMin,19,in
15336,Silene latifolia,PrecipMax,61,in
15337,Silene latifolia,PrecipRange,42,in
15338,Silene latifolia,HeightMax,0.6,m
15339,Silene latifolia,LeafAreaMax,121.61,cm2
15340,Silene latifolia,LeafWidthMax,3.81,cm
15341,Silene latifolia,LeafLengthMax,10.16,cm
15342,Silene latifolia,ChromosomeNumber,2n=24,Unitless
15343,Silene latifolia,HardinessZoneMin,5,Unitless
15344,Silene latifolia,HardinessZoneMax,9,Unitless
15345,Silene latifolia,HardinessZoneRange,4,Unitless
15346,Silene latifolia subsp. alba,FamilyName,Caryophyllaceae,Unitless
15347,Silene latifolia subsp. alba,PrimaryGrowthForm,Forb,Unitless
15348,Silene latifolia subsp. alba,TissueType,Herbaceous,Unitless
15349,Silene latifolia subsp. alba,ElevationMax,1000,m
15350,Silene latifolia subsp. alba,HeightMax,1,m
15351,Silene latifolia subsp. alba,LeafLengthMax,10,cm
15352,Silene latifolia subsp. alba,ChromosomeNumber,2n=24,Unitless
15353,Silene noctiflora,FamilyName,Caryophyllaceae,Unitless
15354,Silene noctiflora,PrimaryGrowthForm,Forb,Unitless
15355,Silene noctiflora,TissueType,Herbaceous,Unitless
15356,Silene noctiflora,IntroYear,1938,Year
15357,Silene noctiflora,ElevationMax,1900,m
15358,Silene noctiflora,HeightMax,0.5,m
15359,Silene noctiflora,ChromosomeNumber,2n=24,Unitless
15360,Silene vulgaris,FamilyName,Caryophyllaceae,Unitless
15361,Silene vulgaris,PrimaryGrowthForm,Forb,Unitless
15362,Silene vulgaris,TissueType,Herbaceous,Unitless
15363,Silene vulgaris,IntroYear,1943,Year
15364,Silene vulgaris,ElevationRange,1200,m
15365,Silene vulgaris,ElevationMax,1200,m
15366,Silene vulgaris,HeightMax,0.46,m
15367,Silene vulgaris,LeafAreaMax,76.01,cm2
15368,Silene vulgaris,LeafWidthMax,3.18,cm
15369,Silene vulgaris,LeafLengthMax,7.62,cm
15370,Silene vulgaris,ChromosomeNumber,2n=24,Unitless
15371,Silene vulgaris,pHRange,2,Unitless
15372,Silene vulgaris,pHMin,8,Unitless
15373,Silene vulgaris,pHMax,10,Unitless
15374,Silene vulgaris,HardinessZoneMin,4,Unitless
15375,Silene vulgaris,HardinessZoneMax,7,Unitless
15376,Silene vulgaris,HardinessZoneRange,3,Unitless
15377,Silphium perfoliatum,FamilyName,Asteraceae,Unitless
15378,Silphium perfoliatum,PrimaryGrowthForm,Forb,Unitless
15379,Silphium perfoliatum,TissueType,Herbaceous,Unitless
15380,Silphium perfoliatum,HeightMax,2.44,m
15381,Silphium perfoliatum,LeafAreaMax,729.66,cm2
15382,Silphium perfoliatum,LeafWidthMax,15.24,cm
15383,Silphium perfoliatum,LeafLengthMax,15.24,cm
15384,Silphium perfoliatum,HardinessZoneMin,3,Unitless
15385,Silphium perfoliatum,HardinessZoneMax,9,Unitless
15386,Silphium perfoliatum,HardinessZoneRange,6,Unitless
15387,Silybum marianum,FamilyName,Asteraceae,Unitless
15388,Silybum marianum,PrimaryGrowthForm,Forb,Unitless
15389,Silybum marianum,TissueType,Herbaceous,Unitless
15390,Silybum marianum,IntroYear,1969,Year
15391,Silybum marianum,OriginCountries,AL; EG; LY; MA; TN; AF; AM; AZ; IN; IR; IQ; IL; JO; LB; PK; SY; TJ; TR; TM; UZ; DZ; BA; HR; GR; ME; MK; PT; RU; ES,Unitless
15392,Silybum marianum,InvadedCountries,IL; US; AU,Unitless
15393,Silybum marianum,DominantInvasionPathway,Escape,Unitless
15394,Silybum marianum,SubInvasionPathway,Culinary/medicinal cultivation; Ornamental;,Unitless
15395,Silybum marianum,NaturalDispersalMethod,Unassisted,Unitless
15396,Silybum marianum,ElevationRange,900,m
15397,Silybum marianum,ElevationMin,0,m
15398,Silybum marianum,ElevationMax,900,m
15399,Silybum marianum,PrecipMin,12,in
15400,Silybum marianum,PrecipMax,101,in
15401,Silybum marianum,PrecipRange,89,in
15402,Silybum marianum,HeightMax,2,m
15403,Silybum marianum,LeafAreaMax,4053.66,cm2
15404,Silybum marianum,LeafWidthMax,25.4,cm
15405,Silybum marianum,LeafLengthMax,50.8,cm
15406,Silybum marianum,ChromosomeNumber,2n=34,Unitless
15407,Silybum marianum,HardinessZoneMin,6,Unitless
15408,Silybum marianum,HardinessZoneMax,9,Unitless
15409,Silybum marianum,HardinessZoneRange,3,Unitless
15410,Sinapis alba,FamilyName,Brassicaceae,Unitless
15411,Sinapis alba,PrimaryGrowthForm,Forb,Unitless
15412,Sinapis alba,TissueType,Herbaceous,Unitless
15413,Sinapis alba,IntroYear,1902,Year
15414,Sinapis alba,ElevationMax,1500,m
15415,Sinapis alba,PrecipMin,14,in
15416,Sinapis alba,PrecipMax,70,in
15417,Sinapis alba,PrecipRange,56,in
15418,Sinapis alba,HeightMax,0.8,m
15419,Sinapis alba,LeafAreaMax,502.65,cm2
15420,Sinapis alba,LeafWidthMax,8,cm
15421,Sinapis alba,LeafLengthMax,20,cm
15422,Sinapis alba,MaxSeedsProduced,44,seeds/fruit
15423,Sinapis alba,SeedWeight,8,mg/seed
15424,Sinapis alba,ChromosomeNumber,2n=24,Unitless
15425,Sinapis alba,pHRange,3.7,Unitless
15426,Sinapis alba,pHMin,4.5,Unitless
15427,Sinapis alba,pHMax,8.2,Unitless
15428,Sinapis alba,HardinessZoneMin,5,Unitless
15429,Sinapis alba,HardinessZoneMax,9,Unitless
15430,Sinapis alba,HardinessZoneRange,4,Unitless
15431,Sinapis arvensis,FamilyName,Brassicaceae,Unitless
15432,Sinapis arvensis,PrimaryGrowthForm,Forb,Unitless
15433,Sinapis arvensis,TissueType,Herbaceous,Unitless
15434,Sinapis arvensis,IntroYear,1753,Year
15435,Sinapis arvensis,ElevationRange,1800,m
15436,Sinapis arvensis,ElevationMin,0,m
15437,Sinapis arvensis,ElevationMax,1800,m
15438,Sinapis arvensis,PrecipMin,12,in
15439,Sinapis arvensis,PrecipMax,69,in
15440,Sinapis arvensis,PrecipRange,57,in
15441,Sinapis arvensis,HeightMax,0.76,m
15442,Sinapis arvensis,LeafAreaMax,364.83,cm2
15443,Sinapis arvensis,LeafWidthMax,7.62,cm
15444,Sinapis arvensis,LeafLengthMax,15.24,cm
15445,Sinapis arvensis,ChromosomeNumber,2n=18,Unitless
15446,Sinapis arvensis,HardinessZoneMin,5,Unitless
15447,Sinapis arvensis,HardinessZoneMax,9,Unitless
15448,Sinapis arvensis,HardinessZoneRange,4,Unitless
15449,Sisymbrium altissimum,FamilyName,Brassicaceae,Unitless
15450,Sisymbrium altissimum,PrimaryGrowthForm,Forb,Unitless
15451,Sisymbrium altissimum,TissueType,Herbaceous,Unitless
15452,Sisymbrium altissimum,IntroYear,1916,Year
15453,Sisymbrium altissimum,ElevationRange,2780,m
15454,Sisymbrium altissimum,ElevationMin,0,m
15455,Sisymbrium altissimum,ElevationMax,2780,m
15456,Sisymbrium altissimum,PrecipMin,9,in
15457,Sisymbrium altissimum,PrecipMax,79,in
15458,Sisymbrium altissimum,PrecipRange,70,in
15459,Sisymbrium altissimum,HeightMax,1.52,m
15460,Sisymbrium altissimum,LeafAreaMax,628.32,cm2
15461,Sisymbrium altissimum,LeafWidthMax,10,cm
15462,Sisymbrium altissimum,LeafLengthMax,20,cm
15463,Sisymbrium altissimum,ChromosomeNumber,2n=14,Unitless
15464,Sisymbrium altissimum,pHRange,3.7,Unitless
15465,Sisymbrium altissimum,pHMin,4.9,Unitless
15466,Sisymbrium altissimum,pHMax,8.6,Unitless
15467,Sisymbrium altissimum,HardinessZoneMin,5,Unitless
15468,Sisymbrium altissimum,HardinessZoneMax,10,Unitless
15469,Sisymbrium altissimum,HardinessZoneRange,5,Unitless
15470,Sisymbrium irio,FamilyName,Brassicaceae,Unitless
15471,Sisymbrium irio,PrimaryGrowthForm,Forb,Unitless
15472,Sisymbrium irio,TissueType,Herbaceous,Unitless
15473,Sisymbrium irio,IntroYear,1963,Year
15474,Sisymbrium irio,OriginCountries,DZ; EG; ER; LY; MA; ZA; TN; AF; AM; AZ; CN; GE; IN; IR; IQ; IL; JO; KW; LB; NP; OM; PK; QA; SA; SY; TR; TM; AE; YE; BA; HR; CY; FR; GR; IT; MK; PT; RU; SI; ES,Unitless
15475,Sisymbrium irio,InvadedCountries,AU; US,Unitless
15476,Sisymbrium irio,DominantInvasionPathway,Contaminant,Unitless
15477,Sisymbrium irio,SubInvasionPathway,Seed contaminant; Wool contaminant,Unitless
15478,Sisymbrium irio,NaturalDispersalMethod,Wind (Ground),Unitless
15479,Sisymbrium irio,ElevationRange,1700,m
15480,Sisymbrium irio,ElevationMin,0,m
15481,Sisymbrium irio,ElevationMax,1700,m
15482,Sisymbrium irio,PrecipMin,5,in
15483,Sisymbrium irio,PrecipMax,53,in
15484,Sisymbrium irio,PrecipRange,48,in
15485,Sisymbrium irio,HeightMax,0.91,m
15486,Sisymbrium irio,LeafAreaMax,364.83,cm2
15487,Sisymbrium irio,LeafWidthMax,7.62,cm
15488,Sisymbrium irio,LeafLengthMax,15.24,cm
15489,Sisymbrium irio,ChromosomeNumber,2n=14,Unitless
15490,Sisymbrium irio,HardinessZoneMin,8,Unitless
15491,Sisymbrium irio,HardinessZoneMax,10,Unitless
15492,Sisymbrium irio,HardinessZoneRange,2,Unitless
15493,Sisymbrium officinale,FamilyName,Brassicaceae,Unitless
15494,Sisymbrium officinale,PrimaryGrowthForm,Forb,Unitless
15495,Sisymbrium officinale,TissueType,Herbaceous,Unitless
15496,Sisymbrium officinale,IntroYear,1909,Year
15497,Sisymbrium officinale,ElevationRange,2200,m
15498,Sisymbrium officinale,ElevationMin,0,m
15499,Sisymbrium officinale,ElevationMax,2200,m
15500,Sisymbrium officinale,PrecipMin,15,in
